student_ID,course_ID,teacher_ID,date_ID,percentage_of_points,group_ID
340,1,11,30,0.53,12
341,1,11,30,0.41,12
342,1,11,30,0.79,12
343,1,11,30,0.32,12
344,1,11,30,0.42,12
345,1,11,30,0.07|0.8,12
346,1,11,30,0.61,12
347,1,11,30,0.68,12
348,1,11,30,0.5,12
349,1,11,30,0.6,12
350,1,11,30,0.72,12
351,1,11,30,0.52,12
352,1,11,30,0.61,12
353,1,11,30,0.65,12
354,1,11,30,0.61,12
355,1,11,30,0.81,12
356,1,11,30,0.69,12
357,1,11,30,0.4,12
358,1,11,30,0.81,12
359,1,11,30,0.75,12
360,1,11,30,0.3,12
271,1,11,61,0.86,10
272,1,11,61,0.16|0.3,10
273,1,11,61,0.83,10
274,1,11,61,0.57,10
275,1,11,61,0.73,10
276,1,11,61,0.03|0.81,10
277,1,11,61,0.83,10
278,1,11,61,0.07|0.47,10
279,1,11,61,0.02|0.48,10
280,1,11,61,0.73,10
281,1,11,61,0.48,10
282,1,11,61,0.5,10
283,1,11,61,0.37,10
284,1,11,61,0.27|0.48,10
285,1,11,61,0.07|0.48,10
286,1,11,61,0.4,10
287,1,11,61,0.89,10
288,1,11,61,0.19|0.24,10
289,1,11,61,0.98,10
290,1,11,61,0.03|0.8,10
291,1,11,61,0.27|0.93,10
292,1,11,61,0.98,10
293,1,11,61,0.95,10
294,1,11,61,0.28|0.98,10
295,1,11,61,0.23|0.98,10
296,1,11,61,0.97,10
297,1,11,61,0.65,10
298,1,11,61,0.15|0.04,10
299,1,11,61,0.62,10
300,1,11,61,0.95,10
301,1,11,61,0.9,11
302,1,11,61,0.69,11
303,1,11,61,0.26|0.6,11
304,1,11,61,0.15|0.36,11
305,1,11,61,0.78,11
306,1,11,61,0.71,11
307,1,11,61,0.7,11
308,1,11,61,0.71,11
309,1,11,61,0.58,11
310,1,11,61,0.16|0.64,11
311,1,11,61,0.22|0.6,11
312,1,11,61,0.08|0.8,11
313,1,11,61,0.22|0.02,11
314,1,11,61,0.94,11
315,1,11,61,0.5,11
316,1,11,61,0.47,11
317,1,11,61,0.8,11
318,1,11,61,0.07|0.78,11
319,1,11,61,0.02|0.07,11
320,1,11,61,0.85,11
321,1,11,61,0.2|0.62,11
322,1,11,61,0.63,11
323,1,11,61,0.84,11
324,1,11,61,0.52,11
325,1,11,61,0.7,11
326,1,11,61,0.24|0.64,11
327,1,11,61,0.97,11
328,1,11,61,0.36,11
329,1,11,61,0.74,11
330,1,11,61,0.14|0.33,11
331,1,11,61,0.63,12
332,1,11,61,0.34,12
333,1,11,61,0.06|0.14,12
334,1,11,61,0.95,12
335,1,11,61,0.72,12
336,1,11,61,0.63,12
337,1,11,61,0.04|0.27,12
338,1,11,61,0.51,12
339,1,11,61,0.11|0.35,12
340,1,11,61,0.39,12
341,1,11,61,0.1|0.08,12
342,1,11,61,0.57,12
343,1,11,61,0.54,12
344,1,11,61,0.11|0.51,12
345,1,11,61,0.55,12
346,1,11,61,0.25|0.81,12
347,1,11,61,0.77,12
348,1,11,61,0.67,12
349,1,11,61,0.99,12
350,1,11,61,0.08|0.31,12
351,1,11,61,0.92,12
352,1,11,61,0.23|0.6,12
353,1,11,61,0.33,12
354,1,11,61,0.63,12
355,1,11,61,0.32,12
356,1,11,61,0.25|0.15,12
357,1,11,61,0.96,12
358,1,11,61,0.49,12
359,1,11,61,0.65,12
360,1,11,61,0.19|0.62,12
271,1,11,91,0.1|0.69,10
272,1,11,91,0.18|0.06,10
273,1,11,91,0.9,10
274,1,11,91,0.06|0.46,10
275,1,11,91,0.71,10
276,1,11,91,0.73,10
277,1,11,91,0.64,10
278,1,11,91,0.86,10
279,1,11,91,0.41,10
280,1,11,91,0.64,10
281,1,11,91,0.92,10
282,1,11,91,0.01|0.69,10
283,1,11,91,0.56,10
284,1,11,91,0.92,10
285,1,11,91,0.99,10
286,1,11,91,0.12|0.13,10
287,1,11,91,0.21|0.94,10
288,1,11,91,0.35,10
289,1,11,91,0.53,10
290,1,11,91,0.93,10
291,1,11,91,0.54,10
292,1,11,91,0.43,10
293,1,11,91,0.87,10
294,1,11,91,0.88,10
295,1,11,91,0.29|0.02,10
296,1,11,91,0.14|0.64,10
297,1,11,91,0.91,10
298,1,11,91,0.52,10
299,1,11,91,0.95,10
300,1,11,91,0.54,10
301,1,11,91,0.49,11
302,1,11,91,0.65,11
303,1,11,91,0.4,11
304,1,11,91,0.67,11
305,1,11,91,0.89,11
306,1,11,91,0.67,11
307,1,11,91,0.46,11
308,1,11,91,0.21|0.75,11
309,1,11,91,0.99,11
310,1,11,91,0.83,11
311,1,11,91,0.09|0.33,11
312,1,11,91,0.27|0.95,11
313,1,11,91,0.14|0.54,11
314,1,11,91,0.61,11
315,1,11,91,0.65,11
316,1,11,91,0.67,11
317,1,11,91,0.59,11
318,1,11,91,0.77,11
319,1,11,91,0.88,11
320,1,11,91,0.79,11
321,1,11,91,0.85,11
322,1,11,91,0.91,11
323,1,11,91,0.49,11
324,1,11,91,0.1|0.19,11
325,1,11,91,0.34,11
326,1,11,91,0.69,11
327,1,11,91,0.91,11
328,1,11,91,0.51,11
329,1,11,91,0.03|0.54,11
330,1,11,91,0.02|0.95,11
331,1,11,91,0.3,12
332,1,11,91,0.07|0.79,12
333,1,11,91,0.91,12
334,1,11,91,0.48,12
335,1,11,91,0.44,12
336,1,11,91,0.83,12
337,1,11,91,0.73,12
338,1,11,91,0.72,12
339,1,11,91,0.36,12
340,1,11,91,0.28|0.48,12
341,1,11,91,0.94,12
342,1,11,91,0.07|0.81,12
343,1,11,91,0.81,12
344,1,11,91,0.54,12
345,1,11,91,0.39,12
346,1,11,91,0.16|0.6,12
347,1,11,91,0.54,12
348,1,11,91,0.89,12
349,1,11,91,0.48,12
350,1,11,91,0.52,12
351,1,11,91,0.79,12
352,1,11,91,0.76,12
353,1,11,91,0.2|0.78,12
354,1,11,91,0.56,12
355,1,11,91,0.75,12
356,1,11,91,0.5,12
357,1,11,91,0.6,12
358,1,11,91,0.01|0.23,12
359,1,11,91,0.43,12
360,1,11,91,0.26|0.23,12
271,1,11,122,0.29|0.87,10
272,1,11,122,0.35,10
273,1,11,122,0.1|0.89,10
274,1,11,122,0.39,10
275,1,11,122,0.1|0.74,10
276,1,11,122,0.15|0.02,10
277,1,11,122,0.72,10
278,1,11,122,0.27|0.3,10
279,1,11,122,0.9,10
280,1,11,122,0.05|0.38,10
281,1,11,122,0.91,10
282,1,11,122,0.85,10
283,1,11,122,0.11|0.27,10
284,1,11,122,0.94,10
285,1,11,122,0.48,10
286,1,11,122,0.99,10
287,1,11,122,0.31,10
288,1,11,122,0.12|0.76,10
289,1,11,122,0.64,10
290,1,11,122,0.94,10
291,1,11,122,0.88,10
292,1,11,122,0.07|0.37,10
293,1,11,122,0.94,10
294,1,11,122,0.9,10
295,1,11,122,0.18|0.28,10
296,1,11,122,0.71,10
297,1,11,122,0.28|0.34,10
298,1,11,122,0.6,10
299,1,11,122,0.39,10
300,1,11,122,0.15|0.01,10
301,1,11,122,0.74,11
302,1,11,122,0.13|0.98,11
303,1,11,122,0.43,11
304,1,11,122,0.56,11
305,1,11,122,0.14|0.65,11
306,1,11,122,0.67,11
307,1,11,122,0.17|0.5,11
308,1,11,122,0.15|0.06,11
309,1,11,122,0.22|0.82,11
310,1,11,122,0.98,11
311,1,11,122,0.62,11
312,1,11,122,0.55,11
313,1,11,122,0.97,11
314,1,11,122,0.36,11
315,1,11,122,0.51,11
316,1,11,122,0.95,11
317,1,11,122,0.37,11
318,1,11,122,0.78,11
319,1,11,122,0.42,11
320,1,11,122,0.85,11
321,1,11,122,0.29|0.61,11
322,1,11,122,0.23|0.01,11
323,1,11,122,0.85,11
324,1,11,122,0.92,11
325,1,11,122,0.83,11
326,1,11,122,0.77,11
327,1,11,122,0.05|0.21,11
328,1,11,122,0.32,11
329,1,11,122,0.49,11
330,1,11,122,0.48,11
331,1,11,122,0.78,12
332,1,11,122,0.53,12
333,1,11,122,0.2|0.02,12
334,1,11,122,0.77,12
335,1,11,122,0.48,12
336,1,11,122,0.1|0.38,12
337,1,11,122,0.53,12
338,1,11,122,0.9,12
339,1,11,122,0.33,12
340,1,11,122,0.31,12
341,1,11,122,0.54,12
342,1,11,122,0.88,12
343,1,11,122,0.34,12
344,1,11,122,0.17|0.48,12
345,1,11,122,0.87,12
346,1,11,122,0.5,12
347,1,11,122,0.33,12
348,1,11,122,0.76,12
349,1,11,122,0.05|0.38,12
350,1,11,122,0.32,12
351,1,11,122,0.44,12
352,1,11,122,0.25|0.23,12
353,1,11,122,0.76,12
354,1,11,122,0.38,12
355,1,11,122,0.93,12
356,1,11,122,0.55,12
357,1,11,122,0.86,12
358,1,11,122,0.05|0.1,12
359,1,11,122,0.01|0.27,12
360,1,11,122,0.92,12
271,1,11,153,0.29|0.93,10
272,1,11,153,0.04|0.92,10
273,1,11,153,0.62,10
274,1,11,153,0.78,10
275,1,11,153,0.42,10
276,1,11,153,0.53,10
277,1,11,153,0.83,10
278,1,11,153,0.99,10
279,1,11,153,0.89,10
280,1,11,153,0.24|0.16,10
281,1,11,153,0.06|0.65,10
282,1,11,153,0.34,10
283,1,11,153,0.12|0.85,10
284,1,11,153,0.25|0.41,10
285,1,11,153,0.34,10
286,1,11,153,0.49,10
287,1,11,153,0.97,10
288,1,11,153,0.27|0.73,10
289,1,11,153,0.99,10
290,1,11,153,0.61,10
291,1,11,153,0.28|0.64,10
292,1,11,153,0.05|0.0,10
293,1,11,153,0.3,10
294,1,11,153,0.67,10
295,1,11,153,0.06|0.14,10
296,1,11,153,0.45,10
297,1,11,153,0.82,10
298,1,11,153,0.78,10
299,1,11,153,0.56,10
300,1,11,153,0.29|0.21,10
301,1,11,153,0.72,11
302,1,11,153,0.87,11
303,1,11,153,0.66,11
304,1,11,153,0.18|0.53,11
305,1,11,153,0.63,11
306,1,11,153,0.66,11
307,1,11,153,0.09|0.23,11
308,1,11,153,0.03|0.48,11
309,1,11,153,0.28|0.02,11
310,1,11,153,0.65,11
311,1,11,153,0.72,11
312,1,11,153,0.85,11
313,1,11,153,0.87,11
314,1,11,153,0.7,11
315,1,11,153,0.99,11
316,1,11,153,0.72,11
317,1,11,153,0.02|0.61,11
318,1,11,153,0.25|0.91,11
319,1,11,153,0.38,11
320,1,11,153,0.49,11
321,1,11,153,0.51,11
322,1,11,153,0.68,11
323,1,11,153,0.9,11
324,1,11,153,0.23|0.06,11
325,1,11,153,0.49,11
326,1,11,153,0.57,11
327,1,11,153,0.12|0.36,11
328,1,11,153,0.76,11
329,1,11,153,0.75,11
330,1,11,153,0.7,11
331,1,11,153,0.1|0.32,12
332,1,11,153,0.56,12
333,1,11,153,0.45,12
334,1,11,153,0.01|0.51,12
335,1,11,153,0.38,12
336,1,11,153,0.85,12
337,1,11,153,0.36,12
338,1,11,153,0.48,12
339,1,11,153,0.79,12
340,1,11,153,0.02|0.92,12
341,1,11,153,0.18|0.34,12
342,1,11,153,0.45,12
343,1,11,153,0.96,12
344,1,11,153,0.1|0.53,12
345,1,11,153,0.82,12
346,1,11,153,0.75,12
347,1,11,153,0.7,12
348,1,11,153,0.83,12
349,1,11,153,0.97,12
350,1,11,153,0.11|0.16,12
351,1,11,153,0.56,12
352,1,11,153,0.18|0.75,12
353,1,11,153,0.01|0.57,12
354,1,11,153,0.37,12
355,1,11,153,0.78,12
356,1,11,153,0.72,12
357,1,11,153,0.91,12
358,1,11,153,0.01|0.7,12
359,1,11,153,0.51,12
360,1,11,153,0.07|0.42,12
271,1,11,181,0.47,10
272,1,11,181,0.61,10
273,1,11,181,0.83,10
274,1,11,181,0.4,10
275,1,11,181,0.48,10
276,1,11,181,0.09|0.54,10
277,1,11,181,0.67,10
278,1,11,181,0.12|0.84,10
279,1,11,181,0.82,10
280,1,11,181,0.92,10
281,1,11,181,0.55,10
282,1,11,181,0.93,10
283,1,11,181,0.19|0.91,10
284,1,11,181,0.34,10
285,1,11,181,0.56,10
286,1,11,181,0.74,10
287,1,11,181,0.33,10
288,1,11,181,0.57,10
289,1,11,181,0.64,10
290,1,11,181,0.54,10
291,1,11,181,0.93,10
292,1,11,181,0.29|0.61,10
293,1,11,181,0.76,10
294,1,11,181,0.98,10
295,1,11,181,0.3,10
296,1,11,181,0.27|0.91,10
297,1,11,181,0.04|0.15,10
298,1,11,181,0.54,10
299,1,11,181,0.18|0.37,10
300,1,11,181,0.1|0.16,10
301,1,11,181,0.99,11
302,1,11,181,0.95,11
303,1,11,181,0.51,11
304,1,11,181,0.46,11
305,1,11,181,0.59,11
306,1,11,181,0.31,11
307,1,11,181,0.08|0.17,11
308,1,11,181,0.59,11
309,1,11,181,0.48,11
310,1,11,181,0.02|0.32,11
311,1,11,181,0.09|0.47,11
312,1,11,181,0.23|0.06,11
313,1,11,181,0.74,11
314,1,11,181,0.03|0.13,11
315,1,11,181,0.34,11
316,1,11,181,0.36,11
317,1,11,181,0.62,11
318,1,11,181,0.13|0.27,11
319,1,11,181,0.46,11
320,1,11,181,0.2|0.43,11
321,1,11,181,0.54,11
322,1,11,181,0.82,11
323,1,11,181,0.65,11
324,1,11,181,0.08|0.92,11
325,1,11,181,0.82,11
326,1,11,181,0.39,11
327,1,11,181,0.28|0.57,11
328,1,11,181,0.14|0.5,11
329,1,11,181,0.25|0.85,11
330,1,11,181,0.04|0.62,11
331,1,11,181,0.45,12
332,1,11,181,0.09|0.17,12
333,1,11,181,0.5,12
334,1,11,181,0.35,12
335,1,11,181,0.5,12
336,1,11,181,0.99,12
337,1,11,181,0.54,12
338,1,11,181,0.04|0.79,12
339,1,11,181,0.88,12
340,1,11,181,0.64,12
341,1,11,181,0.08|0.32,12
342,1,11,181,0.26|0.23,12
343,1,11,181,0.31,12
344,1,11,181,0.52,12
345,1,11,181,0.42,12
346,1,11,181,0.67,12
347,1,11,181,0.13|0.78,12
348,1,11,181,0.02|0.06,12
349,1,11,181,0.21|0.99,12
350,1,11,181,0.12|0.68,12
351,1,11,181,0.46,12
352,1,11,181,0.65,12
353,1,11,181,0.36,12
354,1,11,181,0.54,12
355,1,11,181,0.93,12
356,1,11,181,0.26|0.89,12
357,1,11,181,0.45,12
358,1,11,181,0.93,12
359,1,11,181,0.44,12
360,1,11,181,0.06|0.39,12
271,1,11,212,0.75,10
272,1,11,212,0.02|0.99,10
273,1,11,212,0.41,10
274,1,11,212,0.04|0.45,10
275,1,11,212,0.63,10
276,1,11,212,0.42,10
277,1,11,212,0.1|0.4,10
278,1,11,212,0.54,10
279,1,11,212,0.6,10
280,1,11,212,0.18|0.24,10
281,1,11,212,0.72,10
282,1,11,212,0.77,10
283,1,11,212,0.25|0.02,10
284,1,11,212,0.37,10
285,1,11,212,0.05|0.45,10
286,1,11,212,0.37,10
287,1,11,212,0.22|0.08,10
288,1,11,212,0.97,10
289,1,11,212,0.85,10
290,1,11,212,0.03|0.16,10
291,1,11,212,0.02|0.22,10
292,1,11,212,0.29|0.55,10
293,1,11,212,0.39,10
294,1,11,212,0.53,10
295,1,11,212,0.2|1.0,10
296,1,11,212,0.91,10
297,1,11,212,0.7,10
298,1,11,212,0.02|0.08,10
299,1,11,212,0.97,10
300,1,11,212,0.58,10
301,1,11,212,0.24|0.89,11
302,1,11,212,0.85,11
303,1,11,212,0.37,11
304,1,11,212,0.08|0.2,11
305,1,11,212,0.9,11
306,1,11,212,0.81,11
307,1,11,212,0.81,11
308,1,11,212,0.99,11
309,1,11,212,0.62,11
310,1,11,212,0.75,11
311,1,11,212,0.59,11
312,1,11,212,0.58,11
313,1,11,212,0.55,11
314,1,11,212,0.92,11
315,1,11,212,0.77,11
316,1,11,212,0.65,11
317,1,11,212,0.51,11
318,1,11,212,0.27|0.14,11
319,1,11,212,0.99,11
320,1,11,212,0.92,11
321,1,11,212,0.82,11
322,1,11,212,0.04|0.3,11
323,1,11,212,0.99,11
324,1,11,212,0.66,11
325,1,11,212,0.53,11
326,1,11,212,0.15|0.44,11
327,1,11,212,0.89,11
328,1,11,212,0.98,11
329,1,11,212,0.25|0.74,11
330,1,11,212,0.92,11
331,1,11,212,0.01|0.17,12
332,1,11,212,0.24|0.73,12
333,1,11,212,0.36,12
334,1,11,212,0.77,12
335,1,11,212,0.07|0.5,12
336,1,11,212,0.67,12
337,1,11,212,0.18|0.55,12
338,1,11,212,0.26|0.85,12
339,1,11,212,0.76,12
340,1,11,212,0.74,12
341,1,11,212,0.44,12
342,1,11,212,0.93,12
343,1,11,212,0.85,12
344,1,11,212,0.24|0.4,12
345,1,11,212,0.38,12
346,1,11,212,0.96,12
347,1,11,212,0.96,12
348,1,11,212,0.74,12
349,1,11,212,0.83,12
350,1,11,212,0.53,12
351,1,11,212,0.16|0.14,12
352,1,11,212,0.76,12
353,1,11,212,0.46,12
354,1,11,212,0.89,12
355,1,11,212,0.39,12
356,1,11,212,0.98,12
357,1,11,212,0.61,12
358,1,11,212,0.85,12
359,1,11,212,0.12|0.8,12
360,1,11,212,0.85,12
271,1,11,242,0.45,10
272,1,11,242,0.18|0.02,10
273,1,11,242,0.3,10
274,1,11,242,0.92,10
275,1,11,242,0.46,10
276,1,11,242,0.02|0.25,10
277,1,11,242,0.53,10
278,1,11,242,0.63,10
279,1,11,242,0.11|0.11,10
280,1,11,242,0.22|0.19,10
281,1,11,242,0.21|0.86,10
282,1,11,242,0.33,10
283,1,11,242,0.97,10
284,1,11,242,0.47,10
285,1,11,242,0.84,10
286,1,11,242,0.43,10
287,1,11,242,0.68,10
288,1,11,242,0.74,10
289,1,11,242,0.43,10
290,1,11,242,0.79,10
291,1,11,242,0.44,10
292,1,11,242,0.6,10
293,1,11,242,0.93,10
294,1,11,242,0.39,10
295,1,11,242,0.95,10
296,1,11,242,0.56,10
297,1,11,242,0.11|0.55,10
298,1,11,242,0.64,10
299,1,11,242,0.25|0.69,10
300,1,11,242,0.08|0.82,10
301,1,11,242,0.26|0.18,11
302,1,11,242,0.26|0.69,11
303,1,11,242,0.5,11
304,1,11,242,0.13|0.48,11
305,1,11,242,0.89,11
306,1,11,242,0.03|0.05,11
307,1,11,242,0.07|0.89,11
308,1,11,242,0.71,11
309,1,11,242,0.05|0.32,11
310,1,11,242,0.23|0.23,11
311,1,11,242,0.16|0.65,11
312,1,11,242,0.71,11
313,1,11,242,0.92,11
314,1,11,242,0.85,11
315,1,11,242,0.05|0.08,11
316,1,11,242,0.46,11
317,1,11,242,0.48,11
318,1,11,242,0.35,11
319,1,11,242,0.49,11
320,1,11,242,0.72,11
321,1,11,242,0.73,11
322,1,11,242,0.93,11
323,1,11,242,0.06|0.07,11
324,1,11,242,0.69,11
325,1,11,242,0.9,11
326,1,11,242,0.38,11
327,1,11,242,0.27|0.7,11
328,1,11,242,0.07|0.52,11
329,1,11,242,0.87,11
330,1,11,242,0.21|0.61,11
331,1,11,242,0.16|0.66,12
332,1,11,242,0.5,12
333,1,11,242,0.88,12
334,1,11,242,0.59,12
335,1,11,242,0.27|0.31,12
336,1,11,242,0.63,12
337,1,11,242,0.92,12
338,1,11,242,0.1|0.36,12
339,1,11,242,0.2|0.22,12
340,1,11,242,0.24|0.49,12
341,1,11,242,0.11|0.6,12
342,1,11,242,0.33,12
343,1,11,242,0.57,12
344,1,11,242,0.6,12
345,1,11,242,0.55,12
346,1,11,242,0.64,12
347,1,11,242,0.56,12
348,1,11,242,0.38,12
349,1,11,242,0.86,12
350,1,11,242,0.66,12
351,1,11,242,0.07|0.75,12
352,1,11,242,0.95,12
353,1,11,242,0.87,12
354,1,11,242,0.94,12
355,1,11,242,0.24|0.4,12
356,1,11,242,0.75,12
357,1,11,242,0.02|0.05,12
358,1,11,242,0.78,12
359,1,11,242,0.11|0.64,12
360,1,11,242,0.23|0.08,12
271,1,11,273,0.77,10
272,1,11,273,0.86,10
273,1,11,273,0.96,10
274,1,11,273,0.51,10
275,1,11,273,0.33,10
276,1,11,273,0.06|0.61,10
277,1,11,273,0.01|0.51,10
278,1,11,273,0.7,10
279,1,11,273,0.74,10
280,1,11,273,0.93,10
281,1,11,273,0.53,10
282,1,11,273,0.12|0.02,10
283,1,11,273,0.72,10
284,1,11,273,0.58,10
285,1,11,273,0.71,10
286,1,11,273,0.22|0.62,10
287,1,11,273,0.08|0.91,10
288,1,11,273,0.44,10
289,1,11,273,0.94,10
290,1,11,273,0.63,10
291,1,11,273,0.86,10
292,1,11,273,0.49,10
293,1,11,273,0.43,10
294,1,11,273,0.35,10
295,1,11,273,0.27|0.46,10
296,1,11,273,0.06|0.04,10
297,1,11,273,0.06|0.81,10
298,1,11,273,0.91,10
299,1,11,273,0.52,10
300,1,11,273,0.85,10
301,1,11,273,0.24|0.39,11
302,1,11,273,0.86,11
303,1,11,273,0.26|0.4,11
304,1,11,273,0.68,11
305,1,11,273,0.2|0.87,11
306,1,11,273,0.53,11
307,1,11,273,0.94,11
308,1,11,273,0.08|0.19,11
309,1,11,273,0.58,11
310,1,11,273,0.38,11
311,1,11,273,0.34,11
312,1,11,273,0.31,11
313,1,11,273,0.91,11
314,1,11,273,0.78,11
315,1,11,273,0.45,11
316,1,11,273,0.31,11
317,1,11,273,0.19|0.51,11
318,1,11,273,0.37,11
319,1,11,273,0.13|0.4,11
320,1,11,273,0.87,11
321,1,11,273,0.79,11
322,1,11,273,0.28|0.65,11
323,1,11,273,0.11|0.53,11
324,1,11,273,0.44,11
325,1,11,273,0.6,11
326,1,11,273,0.59,11
327,1,11,273,0.68,11
328,1,11,273,0.22|0.71,11
329,1,11,273,0.28|0.9,11
330,1,11,273,0.48,11
331,1,11,273,0.74,12
332,1,11,273,0.24|0.2,12
333,1,11,273,0.3,12
334,1,11,273,0.86,12
335,1,11,273,0.23|0.56,12
336,1,11,273,0.92,12
337,1,11,273,0.95,12
338,1,11,273,0.19|0.38,12
339,1,11,273,0.72,12
340,1,11,273,0.18|0.52,12
341,1,11,273,0.54,12
342,1,11,273,0.33,12
343,1,11,273,0.37,12
344,1,11,273,0.57,12
345,1,11,273,0.84,12
346,1,11,273,0.68,12
347,1,11,273,0.79,12
348,1,11,273,0.91,12
349,1,11,273,0.53,12
350,1,11,273,0.4,12
351,1,11,273,0.37,12
352,1,11,273,0.71,12
353,1,11,273,0.02|0.18,12
354,1,11,273,0.99,12
355,1,11,273,0.4,12
356,1,11,273,0.78,12
357,1,11,273,0.18|0.13,12
358,1,11,273,0.66,12
359,1,11,273,0.69,12
360,1,11,273,0.38,12
271,1,11,303,0.82,10
272,1,11,303,0.26|0.91,10
273,1,11,303,0.76,10
274,1,11,303,0.21|0.41,10
275,1,11,303,0.85,10
276,1,11,303,0.39,10
277,1,11,303,0.41,10
278,1,11,303,0.14|0.61,10
279,1,11,303,0.42,10
280,1,11,303,0.71,10
281,1,11,303,0.01|0.24,10
282,1,11,303,0.39,10
283,1,11,303,0.22|0.32,10
284,1,11,303,0.71,10
285,1,11,303,0.9,10
286,1,11,303,0.8,10
287,1,11,303,0.34,10
288,1,11,303,0.59,10
289,1,11,303,0.58,10
290,1,11,303,0.97,10
291,1,11,303,0.45,10
292,1,11,303,0.41,10
293,1,11,303,0.74,10
294,1,11,303,0.97,10
295,1,11,303,0.6,10
296,1,11,303,0.3,10
297,1,11,303,0.82,10
298,1,11,303,0.19|0.08,10
299,1,11,303,0.18|0.07,10
300,1,11,303,0.41,10
301,1,11,303,0.95,11
302,1,11,303,0.7,11
303,1,11,303,0.44,11
304,1,11,303,0.13|0.55,11
305,1,11,303,0.99,11
306,1,11,303,0.27|0.95,11
307,1,11,303,0.34,11
308,1,11,303,0.06|0.75,11
309,1,11,303,0.46,11
310,1,11,303,0.78,11
311,1,11,303,0.39,11
312,1,11,303,0.56,11
313,1,11,303,0.93,11
314,1,11,303,0.43,11
315,1,11,303,0.13|0.17,11
316,1,11,303,0.26|0.72,11
317,1,11,303,0.09|0.4,11
318,1,11,303,0.17|0.8,11
319,1,11,303,0.95,11
320,1,11,303,0.64,11
321,1,11,303,0.89,11
322,1,11,303,0.57,11
323,1,11,303,0.02|0.03,11
324,1,11,303,0.37,11
325,1,11,303,0.59,11
326,1,11,303,0.65,11
327,1,11,303,0.97,11
328,1,11,303,0.24|0.29,11
329,1,11,303,0.41,11
330,1,11,303,0.67,11
331,1,11,303,0.97,12
332,1,11,303,0.21|0.18,12
333,1,11,303,0.28|0.32,12
334,1,11,303,0.36,12
335,1,11,303,0.09|0.71,12
336,1,11,303,0.17|0.0,12
337,1,11,303,0.32,12
338,1,11,303,0.95,12
339,1,11,303,0.3,12
340,1,11,303,0.31,12
341,1,11,303,0.31,12
342,1,11,303,0.93,12
343,1,11,303,0.72,12
344,1,11,303,0.63,12
345,1,11,303,0.99,12
346,1,11,303,0.82,12
347,1,11,303,0.93,12
348,1,11,303,0.94,12
349,1,11,303,0.23|0.31,12
350,1,11,303,0.76,12
351,1,11,303,0.01|0.35,12
352,1,11,303,0.07|0.72,12
353,1,11,303,0.62,12
354,1,11,303,0.59,12
355,1,11,303,0.36,12
356,1,11,303,0.62,12
357,1,11,303,0.01|0.36,12
358,1,11,303,0.29|0.94,12
359,1,11,303,0.05|0.14,12
360,1,11,303,0.61,12
271,2,12,30,0.54,10
272,2,12,30,0.58,10
273,2,12,30,0.1|0.87,10
274,2,12,30,0.07|0.75,10
275,2,12,30,0.99,10
276,2,12,30,0.04|0.54,10
277,2,12,30,0.21|0.73,10
278,2,12,30,0.91,10
279,2,12,30,0.94,10
280,2,12,30,0.41,10
281,2,12,30,0.45,10
282,2,12,30,0.24|0.06,10
283,2,12,30,0.43,10
284,2,12,30,0.71,10
285,2,12,30,0.42,10
286,2,12,30,0.71,10
287,2,12,30,0.85,10
